Code Snippet,Syntax Error,Optimization Suggestion,Time Complexity,Cyclomatic Complexity
"const productExceptSelf = (nums) => { const output = Array(nums.length).fill(1); let prefix = 1; for (let i = 0; i < nums.length; i++) { output[i] *= prefix; prefix *= nums[i]; } let postfix = 1; for (let i = nums.length - 1; i >= 0; i--) { output[i] *= postfix; postfix *= nums[i]; } return output; }",No,No,O(n),3
"const largestRectangleArea = (heights) => { const stack = []; let maxArea = 0; for (let i = 0; i <= heights.length; i++) { while (stack.length && (i === heights.length || heights[stack[stack.length - 1]] > heights[i])) { const h = heights[stack.pop()]; const w = stack.length ? i - stack[stack.length - 1] - 1 : i; maxArea = Math.max(maxArea, h * w); } stack.push(i); } return maxArea; }",No,No,O(n),3
"const combinationSum = (candidates, target) => { const res = []; const backtrack = (start, target, path) => { if (target === 0) { res.push(path); return; } for (let i = start; i < candidates.length; i++) { if (candidates[i] > target) continue; backtrack(i, target - candidates[i], [...path, candidates[i]]); } }; backtrack(0, target, []); return res; }",No,No,O(2^n),3
"const uniquePaths = (m, n) => { const dp = Array.from({ length: m }, () => Array(n).fill(1)); for (let i = 1; i < m; i++) { for (let j = 1; j < n; j++) { dp[i][j] = dp[i - 1][j] + dp[i][j - 1]; } } return dp[m - 1][n - 1]; }",No,No,O(m*n),3
"const spiralOrder = (matrix) => { const result = []; if (!matrix.length) return result; let left = 0, right = matrix[0].length - 1, top = 0, bottom = matrix.length - 1; while (left <= right && top <= bottom) { for (let i = left; i <= right; i++) result.push(matrix[top][i]); top++; for (let i = top; i <= bottom; i++) result.push(matrix[i][right]); right--; if (top <= bottom) { for (let i = right; i >= left; i--) result.push(matrix[bottom][i]); bottom--; } if (left <= right) { for (let i = bottom; i >= top; i--) result.push(matrix[i][left]); left++; } } return result; }",No,No,O(m*n),3
"const reverseString = (s) => { return s.split('').reverse().join(''); }",No,No,O(n),3
"const groupAnagrams = (strs) => { const map = new Map(); for (const str of strs) { const key = str.split('').sort().join(''); if (!map.has(key)) map.set(key, []); map.get(key).push(str); } return Array.from(map.values()); }",No,No,O(n*k*log k),3
"const isHappy = (n) => { const seen = new Set(); while (n !== 1 && !seen.has(n)) { seen.add(n); n = n.toString().split('').reduce((sum, digit) => sum + Math.pow(digit, 2), 0); } return n === 1; }",No,No,O(log n),3
"const longestCommonPrefix = (strs) => { if (!strs.length) return ''; let prefix = strs[0]; for (let i = 1; i < strs.length; i++) { while (strs[i].indexOf(prefix) !== 0) prefix = prefix.substring(0, prefix.length - 1); } return prefix; }",No,No,O(n*m),3
"const findKthLargest = (nums, k) => { const quickSelect = (left, right, kSmallest) => { if (left === right) return nums[left]; const pivotIndex = Math.floor((right + left) / 2); const pivot = nums[pivotIndex]; const partition = (left, right) => { let leftPointer = left, rightPointer = right; while (leftPointer <= rightPointer) { while (nums[leftPointer] < pivot) leftPointer++; while (nums[rightPointer] > pivot) rightPointer--; if (leftPointer <= rightPointer) { [nums[leftPointer], nums[rightPointer]] = [nums[rightPointer], nums[leftPointer]]; leftPointer++; rightPointer--; } } return leftPointer; }; const newPivotIndex = partition(left, right); if (kSmallest < newPivotIndex) return quickSelect(left, newPivotIndex - 1, kSmallest); else return quickSelect(newPivotIndex, right, kSmallest); }; return quickSelect(0, nums.length - 1, nums.length - k); }",No,No,O(n),3
"const canJump = (nums) => { let reachable = 0; for (let i = 0; i < nums.length; i++) { if (i > reachable) return false; reachable = Math.max(reachable, i + nums[i]); } return true; }",No,No,O(n),3
"const increasingTriplet = (nums) => { let first = Infinity, second = Infinity; for (const num of nums) { if (num <= first) first = num; else if (num <= second) second = num; else return true; } return false; }",No,No,O(n),3
"const majorityElement = (nums) => { const count = {}; for (const num of nums) { count[num] = (count[num] || 0) + 1; if (count[num] > nums.length / 2) return num; } }",No,No,O(n),3
"const lengthOfLastWord = (s) => { let length = 0; for (let i = s.length - 1; i >= 0; i--) { if (s[i] === ' ' && length > 0) break; if (s[i] !== ' ') length++; } return length; }",No,No,O(n),3
"const searchInsert = (nums, target) => { let left = 0, right = nums.length; while (left < right) { const mid = Math.floor((left + right) / 2); if (nums[mid] < target) left = mid + 1; else right = mid; } return left; }",No,No,O(log n),3
"const reverseWords = (s) => { return s.trim().split(/\s+/).reverse().join(' '); }",No,No,O(n),3
"const singleNumber = (nums) => { return nums.reduce((acc, num) => acc ^ num, 0); }",No,No,O(n),3
"const isSubsequence = (s, t) => { let sIndex = 0, tIndex = 0; while (sIndex < s.length && tIndex < t.length) { if (s[sIndex] === t[tIndex]) sIndex++; tIndex++; } return sIndex === s.length; }",No,No,O(n),3
"const numIslands = (grid) => { const visited = new Set(); let islands = 0; for (let i = 0; i < grid.length; i++) { for (let j = 0; j < grid[0].length; j++) { if (grid[i][j] === '1' && !visited.has(`${i},${j}`)) { islands++; const dfs = (r, c) => { if (r < 0 || r >= grid.length || c < 0 || c >= grid[0].length || grid[r][c] === '0' || visited.has(`${r},${c}`)) return; visited.add(`${r},${c}`); dfs(r + 1, c); dfs(r - 1, c); dfs(r, c + 1); dfs(r, c - 1); }; dfs(i, j); } } } return islands; }",No,No,O(m*n),3
"const merge = (intervals) => { if (intervals.length === 0) return []; intervals.sort((a, b) => a[0] - b[0]); const merged = [intervals[0]]; for (let i = 1; i < intervals.length; i++) { const [start, end] = intervals[i]; const [lastStart, lastEnd] = merged[merged.length - 1]; if (start <= lastEnd) { merged[merged.length - 1][1] = Math.max(lastEnd, end); } else { merged.push(intervals[i]); } } return merged; }",No,No,O(n*log n),3
"const rotate = (nums, k) => { k %= nums.length; const reverse = (arr, start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } }; reverse(nums, 0, nums.length - 1); reverse(nums, 0, k - 1); reverse(nums, k, nums.length - 1); }",No,No,O(n),3
"const generateParenthesis = (n) => { const res = []; const backtrack = (left, right, path) => { if (left === 0 && right === 0) { res.push(path); return; } if (left > 0) backtrack(left - 1, right, path + '('); if (right > left) backtrack(left, right - 1, path + ')'); }; backtrack(n, n, ''); return res; }",No,No,O(2^n),3
"const subsets = (nums) => { const res = []; const backtrack = (start, path) => { res.push(path); for (let i = start; i < nums.length; i++) { backtrack(i + 1, [...path, nums[i]]); } }; backtrack(0, []); return res; }",No,No,O(2^n),3
"const validParentheses = (s) => { const stack = []; for (let char of s) { if (char === '(') stack.push(char); else if (char === ')') { if (!stack.length) return false; stack.pop(); } } return stack.length === 0; }",No,No,O(n),3
"const minPathSum = (grid) => { const m = grid.length, n = grid[0].length; for (let i = 0; i < m; i++) { for (let j = 0; j < n; j++) { if (i === 0 && j === 0) continue; grid[i][j] += Math.min(i > 0 ? grid[i - 1][j] : Infinity, j > 0 ? grid[i][j - 1] : Infinity); } } return grid[m - 1][n - 1]; }",No,No,O(m*n),3
"const removeDuplicates = (nums) => { if (nums.length === 0) return 0; let j = 0; for (let i = 1; i < nums.length; i++) { if (nums[i] !== nums[j]) { j++; nums[j] = nums[i]; } } return j + 1; }",No,No,O(n),3
"const climbStairs = (n) => { const dp = Array(n + 1).fill(0); dp[0] = 1; dp[1] = 1; for (let i = 2; i <= n; i++) { dp[i] = dp[i - 1] + dp[i - 2]; } return dp[n]; }",No,No,O(n),3
"const longestSubstring = (s, k) => { const count = {}; for (let char of s) count[char] = (count[char] || 0) + 1; let maxLength = 0; for (let i = 1; i <= 26; i++) { let start = 0, end = 0, uniqueCount = 0; while (end < s.length) { if (uniqueCount <= i) { if (uniqueCount === i) maxLength = Math.max(maxLength, end - start); if (uniqueCount < i) { if (count[s[end]] === 0) uniqueCount++; count[s[end]]++; } end++; } else { if (count[s[start]] === 1) uniqueCount--; count[s[start]]--; start++; } } } } return maxLength; }",No,No,O(n^2),3
"const searchRange = (nums, target) => { const binarySearch = (left) => { let low = 0, high = nums.length - 1; while (low <= high) { const mid = Math.floor((low + high) / 2); if (nums[mid] > target || (left && nums[mid] === target)) high = mid - 1; else low = mid + 1; } return low; }; const start = binarySearch(true); const end = binarySearch(false) - 1; return (start <= end) ? [start, end] : [-1, -1]; };",No,No,O(log n),3
"const longestPalindrome = (s) => { if (s.length < 1) return ''; let start = 0, end = 0; const expandFromCenter = (left, right) => { while (left >= 0 && right < s.length && s[left] === s[right]) { left--; right++; } return right - left - 1; }; for (let i = 0; i < s.length; i++) { const len1 = expandFromCenter(i, i); const len2 = expandFromCenter(i, i + 1); const len = Math.max(len1, len2); if (len > end - start) { start = i - Math.floor((len - 1) / 2); end = i + Math.floor(len / 2); } } return s.substring(start, end + 1); }",No,No,O(n^2),3
"const twoSum = (nums, target) => { const map = new Map(); for (let i = 0; i < nums.length; i++) { const complement = target - nums[i]; if (map.has(complement)) return [map.get(complement), i]; map.set(nums[i], i); } return []; }",No,No,O(n),3
"const rotateArray = (arr, d) => { const n = arr.length; const gcd = (a, b) => { return b ? gcd(b, a % b) : a; }; const swap = (start, end) => { while (start < end) { [arr[start], arr[end]] = [arr[end], arr[start]]; start++; end--; } }; const rotateGroup = (start, count) => { const temp = arr.slice(start, start + count); for (let i = 0; i < count; i++) { arr[start + i] = arr[(start + i + d) % n]; } for (let i = 0; i < count; i++) { arr[(start + i + d) % n] = temp[i]; } }; const numGcd = gcd(n, d); for (let i = 0; i < numGcd; i++) { rotateGroup(i, Math.floor(n / numGcd)); } return arr; }",No,No,O(n),3
"const kthLargestElement = (arr, k) => { const sorted = arr.slice().sort((a, b) => b - a); return sorted[k - 1]; }",No,No,O(n*log n),3
"const longestIncreasingSubsequence = (nums) => { const dp = Array(nums.length).fill(1); for (let i = 1; i < nums.length; i++) { for (let j = 0; j < i; j++) { if (nums[i] > nums[j]) dp[i] = Math.max(dp[i], dp[j] + 1); } } return Math.max(...dp); }",No,No,O(n^2),3
"const binaryTreePaths = (root) => { const res = []; const dfs = (node, path) => { if (!node) return; path += node.val + '->'; if (!node.left && !node.right) res.push(path.slice(0, -2)); dfs(node.left, path); dfs(node.right, path); }; dfs(root, ''); return res; }",No,No,O(n),3
"const removeElement = (nums, val) => { let count = 0; for (let i = 0; i < nums.length; i++) { if (nums[i] !== val) nums[count++] = nums[i]; } return count; }",No,No,O(n),3
"const maximumSubarray = (nums) => { let max = nums[0], currentSum = 0; for (const num of nums) { currentSum = Math.max(num, currentSum + num); max = Math.max(max, currentSum); } return max; }",No,No,O(n),3
"const isAnagram = (s, t) => { if (s.length !== t.length) return false; const count = {}; for (const char of s) count[char] = (count[char] || 0) + 1; for (const char of t) { if (!count[char]) return false; count[char]--; } return true; }",No,No,O(n),3
"const countPrimes = (n) => { const isPrime = Array(n).fill(true); isPrime[0] = isPrime[1] = false; for (let i = 2; i * i < n; i++) { if (isPrime[i]) { for (let j = i * i; j < n; j += i) isPrime[j] = false; } } return isPrime.reduce((count, prime) => count + (prime ? 1 : 0), 0); }",No,No,O(n*log(log(n))),3
"const countVowelSubstrings = (s) => { const vowels = 'aeiou'; const map = {}; let start = 0, count = 0; for (let end = 0; end < s.length; end++) { if (!vowels.includes(s[end])) { start = end + 1; continue; } map[s[end]] = (map[s[end]] || 0) + 1; while (Object.keys(map).length === 5) { count += end - start + 1; map[s[start]]--; if (map[s[start]] === 0) delete map[s[start]]; start++; } } } return count; }",No,No,O(n),3
"const permute = (nums) => { const result = []; const backtrack = (temp) => { if (temp.length === nums.length) { result.push([...temp]); return; } for (let i = 0; i < nums.length; i++) { if (temp.includes(nums[i])) continue; temp.push(nums[i]); backtrack(temp); temp.pop(); } }; backtrack([]); return result; }",No,No,O(n!),3
"const minWindow = (s, t) => { const map = {}; for (const char of t) map[char] = (map[char] || 0) + 1; let start = 0, end = 0, minLen = Infinity, minStart = 0, counter = t.length; while (end < s.length) { if (map[s[end]] > 0) counter--; map[s[end]]--; end++; while (counter === 0) { if (end - start < minLen) { minLen = end - start; minStart = start; } map[s[start]]++; if (map[s[start]] > 0) counter++; start++; } } return minLen === Infinity ? '' : s.slice(minStart, minStart + minLen); }",No,No,O(n),3
"const groupAnagrams = (strs) => { const map = {}; for (const str of strs) { const key = str.split('').sort().join(''); if (!map[key]) map[key] = []; map[key].push(str); } return Object.values(map); }",No,No,O(n*k*log k),3
"const findMedianSortedArrays = (nums1, nums2) => { const merged = [...nums1, ...nums2].sort((a, b) => a - b); const mid = merged.length / 2; return merged.length % 2 !== 0 ? merged[Math.floor(mid)] : (merged[mid - 1] + merged[mid]) / 2; }",No,No,O((m+n) * log(m+n)),3
"const threeSum = (nums) => { const res = []; nums.sort((a, b) => a - b); for (let i = 0; i < nums.length; i++) { if (i > 0 && nums[i] === nums[i - 1]) continue; let left = i + 1, right = nums.length - 1; while (left < right) { const sum = nums[i] + nums[left] + nums[right]; if (sum === 0) { res.push([nums[i], nums[left], nums[right]]); while (nums[left] === nums[left + 1]) left++; while (nums[right] === nums[right - 1]) right--; left++; right--; } else if (sum < 0) left++; else right--; } } return res; }",No,No,O(n^2),3
"const searchInsert = (nums, target) => { let left = 0, right = nums.length - 1; while (left <= right) { const mid = Math.floor((left + right) / 2); if (nums[mid] === target) return mid; else if (nums[mid] < target) left = mid + 1; else right = mid - 1; } return left; }",No,No,O(log n),3
"const validSudoku = (board) => { const rows = Array(9).fill(0).map(() => new Set()); const cols = Array(9).fill(0).map(() => new Set()); const boxes = Array(9).fill(0).map(() => new Set()); for (let i = 0; i < 9; i++) { for (let j = 0; j < 9; j++) { const num = board[i][j]; if (num !== '.') { const boxIndex = Math.floor(i / 3) * 3 + Math.floor(j / 3); if (rows[i].has(num) || cols[j].has(num) || boxes[boxIndex].has(num)) return false; rows[i].add(num); cols[j].add(num); boxes[boxIndex].add(num); } } } return true; }",No,No,O(n^2),3
"const flatten = (nestedArray) => { const result = []; const flattenHelper = (array) => { for (let item of array) { if (Array.isArray(item)) { flattenHelper(item); } else { result.push(item); } } }; flattenHelper(nestedArray); return result; }",No,No,O(n),3
"const maxProfit = (prices) => { let minPrice = Infinity; let maxProfit = 0; for (const price of prices) { minPrice = Math.min(minPrice, price); maxProfit = Math.max(maxProfit, price - minPrice); } return maxProfit; }",No,No,O(n),3
